year,month,offense,crimes,clearances,rate,month_num
2023,August,Intimidation,10,5,50,8
2023,August,Crimes Against Property,463,48,10.37,8
2023,August,Arson,3,1,33.33,8
2023,August,Burglary/Breaking & Entering,37,9,24.32,8
2023,August,Counterfeiting/Forgery,6,1,16.67,8
2023,August,Destruction/Damage/Vandalism of Property,71,6,8.45,8
2023,August,Embezzlement,1,NA,NA,8
2023,August,Extortion/Blackmail,1,NA,NA,8
2023,August,False Pretenses/Swindle/Confidence Game,16,2,12.5,8
2023,August,Credit Card/Automated Teller Machine Fraud,27,3,11.11,8
2023,August,Impersonation,2,NA,NA,8
2023,August,Wire Fraud,4,NA,NA,8
2023,August,Identity Theft,4,NA,NA,8
2023,August,Hacking/Computer Invasion,1,NA,NA,8
2023,August,Robbery,4,1,25,8
2023,August,Shoplifting,41,9,21.95,8
2023,August,Theft From Building,38,2,5.26,8
2023,August,Theft From Motor Vehicle,91,4,4.4,8
2023,August,Theft of Motor Vehicle Parts/Accessories,13,NA,NA,8
2023,August,All Other Larceny,55,3,5.45,8
2023,August,Motor Vehicle Theft,48,7,14.58,8
2023,August,Crimes Against Society,46,37,80.43,8
2023,August,Drug/Narcotic Violations,24,19,79.17,8
2023,August,Drug Equipment Violations,11,10,90.91,8
2023,August,Pornography/Obscene Material,1,NA,NA,8
2023,August,Weapon Law Violations,10,8,80,8
2023,September,All Offense Types,743,171,23.01,9
2023,September,Crimes Against Person,236,89,37.71,9
2023,September,Murder and Nonnegligent Manslaughter,1,1,100,9
2023,September,Kidnapping/Abduction,4,2,50,9
2023,September,Rape,7,NA,NA,9
2023,September,Sodomy,5,NA,NA,9
2023,September,Fondling,9,NA,NA,9
2023,September,Statutory Rape,1,NA,NA,9
2023,September,Aggravated Assault,33,11,33.33,9
2023,September,Simple Assault,165,73,44.24,9
2023,September,Intimidation,11,2,18.18,9
2023,September,Crimes Against Property,468,53,11.32,9
2023,September,Arson,2,1,50,9
2023,September,Burglary/Breaking & Entering,35,7,20,9
2023,September,Counterfeiting/Forgery,3,NA,NA,9
2023,September,Destruction/Damage/Vandalism of Property,89,10,11.24,9
2023,September,Embezzlement,5,NA,NA,9
2023,September,Extortion/Blackmail,1,NA,NA,9
2023,September,False Pretenses/Swindle/Confidence Game,16,NA,NA,9
2023,September,Credit Card/Automated Teller Machine Fraud,22,3,13.64,9
2023,September,Wire Fraud,4,NA,NA,9
2023,September,Identity Theft,6,NA,NA,9
2023,September,Robbery,2,NA,NA,9
2023,September,Shoplifting,38,11,28.95,9
2023,September,Theft From Building,40,4,10,9
2023,September,Theft From Motor Vehicle,88,3,3.41,9
2023,September,Theft of Motor Vehicle Parts/Accessories,21,1,4.76,9
2023,September,All Other Larceny,69,6,8.7,9
2023,September,Motor Vehicle Theft,26,6,23.08,9
2023,September,Stolen Property Offenses,1,1,100,9
2023,September,Crimes Against Society,39,29,74.36,9
2023,September,Drug/Narcotic Violations,13,12,92.31,9
2023,September,Drug Equipment Violations,10,8,80,9
2023,September,Pornography/Obscene Material,4,3,75,9
2023,September,Prostitution,1,NA,NA,9
2023,September,Weapon Law Violations,11,6,54.55,9
2023,October,All Offense Types,850,162,19.06,10
2023,October,Crimes Against Person,226,91,40.27,10
2023,October,Murder and Nonnegligent Manslaughter,1,1,100,10
2023,October,Kidnapping/Abduction,3,2,66.67,10
2023,October,Rape,5,NA,NA,10
2023,October,Sodomy,1,NA,NA,10
2023,October,Fondling,6,1,16.67,10
2023,October,Statutory Rape,1,NA,NA,10
2023,October,Aggravated Assault,25,7,28,10
2023,October,Simple Assault,177,77,43.5,10
2023,October,Intimidation,7,3,42.86,10
2023,October,Crimes Against Property,582,42,7.22,10
2023,October,Arson,1,NA,NA,10
2023,October,Burglary/Breaking & Entering,33,4,12.12,10
2023,October,Counterfeiting/Forgery,5,NA,NA,10
2023,October,Destruction/Damage/Vandalism of Property,160,15,9.38,10
2023,October,Embezzlement,1,NA,NA,10
2023,October,Extortion/Blackmail,2,NA,NA,10
2023,October,False Pretenses/Swindle/Confidence Game,12,1,8.33,10
2023,October,Credit Card/Automated Teller Machine Fraud,27,NA,NA,10
2023,October,Wire Fraud,4,NA,NA,10
2023,October,Identity Theft,4,NA,NA,10
2023,October,Robbery,3,NA,NA,10
2023,October,Pocket-picking,1,NA,NA,10
2023,October,Shoplifting,42,9,21.43,10
2023,October,Theft From Building,38,6,15.79,10
2023,October,Theft From Motor Vehicle,109,NA,NA,10
2023,October,Theft of Motor Vehicle Parts/Accessories,13,NA,NA,10
2023,October,All Other Larceny,48,1,2.08,10
2023,October,Motor Vehicle Theft,78,5,6.41,10
2023,October,Stolen Property Offenses,1,1,100,10
2023,October,Crimes Against Society,42,29,69.05,10
2023,October,Drug/Narcotic Violations,22,15,68.18,10
2023,October,Drug Equipment Violations,9,9,100,10
2023,October,Pornography/Obscene Material,1,NA,NA,10
2023,October,Weapon Law Violations,9,4,44.44,10
2023,October,Animal Cruelty,1,1,100,10
2023,November,All Offense Types,600,124,20.67,11
2023,November,Crimes Against Person,159,60,37.74,11
2023,November,Kidnapping/Abduction,7,6,85.71,11
2023,November,Rape,2,NA,NA,11
2023,November,Fondling,4,NA,NA,11
2023,November,Statutory Rape,1,NA,NA,11
2023,November,Aggravated Assault,24,11,45.83,11
2023,November,Simple Assault,113,41,36.28,11
2023,November,Intimidation,8,2,25,11
2023,November,Crimes Against Property,406,40,9.85,11
2023,November,Arson,2,NA,NA,11
2023,November,Burglary/Breaking & Entering,28,4,14.29,11
2023,November,Counterfeiting/Forgery,7,NA,NA,11
2023,November,Destruction/Damage/Vandalism of Property,91,10,10.99,11
2023,November,Embezzlement,4,2,50,11
2023,November,Extortion/Blackmail,1,NA,NA,11
2023,November,False Pretenses/Swindle/Confidence Game,11,NA,NA,11
2023,November,Credit Card/Automated Teller Machine Fraud,22,2,9.09,11
2023,November,Wire Fraud,3,NA,NA,11
2023,November,Identity Theft,2,NA,NA,11
2023,November,Robbery,3,1,33.33,11
2023,November,Shoplifting,35,6,17.14,11
2023,November,Theft From Building,26,4,15.38,11
2023,November,Theft From Motor Vehicle,73,2,2.74,11
2023,November,Theft of Motor Vehicle Parts/Accessories,13,NA,NA,11
2023,November,All Other Larceny,38,4,10.53,11
2023,November,Motor Vehicle Theft,47,5,10.64,11
2023,November,Crimes Against Society,35,24,68.57,11
2023,November,Drug/Narcotic Violations,14,10,71.43,11
2023,November,Drug Equipment Violations,6,5,83.33,11
2023,November,Pornography/Obscene Material,3,1,33.33,11
2023,November,Weapon Law Violations,12,8,66.67,11
2023,December,All Offense Types,553,112,20.25,12
2023,December,Crimes Against Person,166,56,33.73,12
2023,December,Murder and Nonnegligent Manslaughter,1,1,100,12
2023,December,Kidnapping/Abduction,4,4,100,12
2023,December,Rape,2,NA,NA,12
2023,December,Sodomy,1,NA,NA,12
2023,December,Fondling,5,1,20,12
2023,December,Aggravated Assault,17,4,23.53,12
2023,December,Simple Assault,122,41,33.61,12
2023,December,Intimidation,14,5,35.71,12
2023,December,Crimes Against Property,353,33,9.35,12
2023,December,Arson,2,1,50,12
2023,December,Burglary/Breaking & Entering,28,1,3.57,12
2023,December,Counterfeiting/Forgery,5,NA,NA,12
2023,December,Destruction/Damage/Vandalism of Property,75,11,14.67,12
2023,December,Embezzlement,2,NA,NA,12
2023,December,Extortion/Blackmail,4,NA,NA,12
2023,December,False Pretenses/Swindle/Confidence Game,13,NA,NA,12
2023,December,Credit Card/Automated Teller Machine Fraud,16,2,12.5,12
2023,December,Wire Fraud,2,NA,NA,12
2023,December,Identity Theft,1,NA,NA,12
2023,December,Hacking/Computer Invasion,1,NA,NA,12
2023,December,Robbery,3,1,33.33,12
2023,December,Shoplifting,34,7,20.59,12
2023,December,Theft From Building,32,3,9.38,12
2023,December,Theft From Motor Vehicle,53,2,3.77,12
2023,December,Theft of Motor Vehicle Parts/Accessories,13,1,7.69,12
2023,December,All Other Larceny,40,2,5,12
2023,December,Motor Vehicle Theft,29,2,6.9,12
2023,December,Crimes Against Society,34,23,67.65,12
2023,December,Drug/Narcotic Violations,17,14,82.35,12
2023,December,Drug Equipment Violations,5,5,100,12
2023,December,Pornography/Obscene Material,3,1,33.33,12
2023,December,Weapon Law Violations,9,3,33.33,12
2024,January,All Offense Types,432,104,24.07,1
2024,January,Crimes Against Person,136,49,36.03,1
2024,January,Murder and Nonnegligent Manslaughter,1,1,100,1
2024,January,Kidnapping/Abduction,3,2,66.67,1
2024,January,Sodomy,2,1,50,1
2024,January,Sexual Assault With An Object,1,NA,NA,1
2024,January,Fondling,2,NA,NA,1
2024,January,Statutory Rape,1,1,100,1
2024,January,Aggravated Assault,24,13,54.17,1
2024,January,Simple Assault,98,30,30.61,1
2024,January,Intimidation,4,1,25,1
2024,January,Crimes Against Property,273,41,15.02,1
2024,January,Arson,2,1,50,1
2024,January,Burglary/Breaking & Entering,15,3,20,1
2024,January,Counterfeiting/Forgery,4,2,50,1
2024,January,Destruction/Damage/Vandalism of Property,56,6,10.71,1
2024,January,Embezzlement,5,1,20,1
2024,January,False Pretenses/Swindle/Confidence Game,8,1,12.5,1
2024,January,Credit Card/Automated Teller Machine Fraud,11,1,9.09,1
2024,January,Wire Fraud,1,NA,NA,1
2024,January,Identity Theft,3,NA,NA,1
2024,January,Robbery,7,1,14.29,1
2024,January,Shoplifting,36,9,25,1
2024,January,Theft From Building,17,2,11.76,1
2024,January,Theft From Motor Vehicle,28,3,10.71,1
2024,January,Theft of Motor Vehicle Parts/Accessories,4,NA,NA,1
2024,January,All Other Larceny,36,3,8.33,1
2024,January,Motor Vehicle Theft,40,8,20,1
2024,January,Crimes Against Society,23,14,60.87,1
2024,January,Drug/Narcotic Violations,10,7,70,1
2024,January,Drug Equipment Violations,6,5,83.33,1
2024,January,Pornography/Obscene Material,1,1,100,1
2024,January,Weapon Law Violations,6,1,16.67,1
2024,February,All Offense Types,676,155,22.93,2
2024,February,Crimes Against Person,188,84,44.68,2
2024,February,Murder and Nonnegligent Manslaughter,1,1,100,2
2024,February,Kidnapping/Abduction,2,NA,NA,2
2024,February,Rape,6,1,16.67,2
2024,February,Sodomy,2,NA,NA,2
2024,February,Fondling,2,NA,NA,2
2024,February,Aggravated Assault,32,12,37.5,2
2024,February,Simple Assault,133,64,48.12,2
2024,February,Intimidation,10,6,60,2
2024,February,Crimes Against Property,447,39,8.72,2
2024,February,Arson,3,1,33.33,2
2024,February,Burglary/Breaking & Entering,41,2,4.88,2
2024,February,Counterfeiting/Forgery,9,2,22.22,2
2024,February,Destruction/Damage/Vandalism of Property,99,7,7.07,2
2024,February,Embezzlement,1,NA,NA,2
2024,February,False Pretenses/Swindle/Confidence Game,16,1,6.25,2
2024,February,Credit Card/Automated Teller Machine Fraud,13,NA,NA,2
2024,February,Wire Fraud,2,NA,NA,2
2024,February,Identity Theft,3,NA,NA,2
2024,February,Robbery,4,3,75,2
2024,February,Shoplifting,32,8,25,2
2024,February,Theft From Building,30,2,6.67,2
2024,February,Theft From Motor Vehicle,90,6,6.67,2
2024,February,Theft of Motor Vehicle Parts/Accessories,9,NA,NA,2
2024,February,All Other Larceny,40,4,10,2
2024,February,Motor Vehicle Theft,55,3,5.45,2
2024,February,Crimes Against Society,41,32,78.05,2
2024,February,Drug/Narcotic Violations,17,15,88.24,2
2024,February,Drug Equipment Violations,9,8,88.89,2
2024,February,Pornography/Obscene Material,2,1,50,2
2024,February,Weapon Law Violations,13,8,61.54,2
2024,March,All Offense Types,598,150,25.08,3
2024,March,Crimes Against Person,201,64,31.84,3
2024,March,Murder and Nonnegligent Manslaughter,2,1,50,3
2024,March,Kidnapping/Abduction,9,2,22.22,3
2024,March,Rape,2,NA,NA,3
2024,March,Sodomy,2,NA,NA,3
2024,March,Fondling,4,NA,NA,3
2024,March,Aggravated Assault,27,13,48.15,3
2024,March,Simple Assault,141,45,31.91,3
2024,March,Intimidation,14,3,21.43,3
2024,March,Crimes Against Property,346,50,14.45,3
2024,March,Arson,3,NA,NA,3
2024,March,Burglary/Breaking & Entering,22,8,36.36,3
2024,March,Counterfeiting/Forgery,7,NA,NA,3
2024,March,Destruction/Damage/Vandalism of Property,77,13,16.88,3
2024,March,Embezzlement,1,NA,NA,3
2024,March,Extortion/Blackmail,1,NA,NA,3
2024,March,False Pretenses/Swindle/Confidence Game,16,NA,NA,3
2024,March,Credit Card/Automated Teller Machine Fraud,11,NA,NA,3
2024,March,Wire Fraud,1,NA,NA,3
2024,March,Identity Theft,4,NA,NA,3
2024,March,Robbery,5,2,40,3
2024,March,Shoplifting,47,11,23.4,3
2024,March,Theft From Building,19,2,10.53,3
2024,March,Theft From Motor Vehicle,49,2,4.08,3
2024,March,Theft of Motor Vehicle Parts/Accessories,3,NA,NA,3
2024,March,All Other Larceny,44,5,11.36,3
2024,March,Motor Vehicle Theft,34,5,14.71,3
2024,March,Stolen Property Offenses,2,2,100,3
2024,March,Crimes Against Society,51,36,70.59,3
2024,March,Drug/Narcotic Violations,22,16,72.73,3
2024,March,Drug Equipment Violations,16,13,81.25,3
2024,March,Pornography/Obscene Material,2,NA,NA,3
2024,March,Weapon Law Violations,11,7,63.64,3
2024,April,All Offense Types,666,189,28.38,4
2024,April,Crimes Against Person,218,91,41.74,4
2024,April,Murder and Nonnegligent Manslaughter,2,2,100,4
2024,April,Kidnapping/Abduction,10,8,80,4
2024,April,Rape,1,NA,NA,4
2024,April,Sodomy,5,1,20,4
2024,April,Fondling,5,NA,NA,4
2024,April,Aggravated Assault,37,13,35.14,4
2024,April,Simple Assault,146,63,43.15,4
2024,April,Intimidation,12,4,33.33,4
2024,April,Crimes Against Property,406,62,15.27,4
2024,April,Arson,6,1,16.67,4
2024,April,Burglary/Breaking & Entering,38,7,18.42,4
2024,April,Counterfeiting/Forgery,6,NA,NA,4
2024,April,Destruction/Damage/Vandalism of Property,90,22,24.44,4
2024,April,Embezzlement,6,3,50,4
2024,April,False Pretenses/Swindle/Confidence Game,8,NA,NA,4
2024,April,Credit Card/Automated Teller Machine Fraud,15,1,6.67,4
2024,April,Wire Fraud,3,NA,NA,4
2024,April,Identity Theft,5,NA,NA,4
2024,April,Robbery,10,6,60,4
2024,April,Purse-snatching,1,NA,NA,4
2024,April,Shoplifting,55,7,12.73,4
2024,April,Theft From Building,26,3,11.54,4
2024,April,Theft From Motor Vehicle,41,2,4.88,4
2024,April,Theft of Motor Vehicle Parts/Accessories,8,1,12.5,4
2024,April,All Other Larceny,51,4,7.84,4
2024,April,Motor Vehicle Theft,37,5,13.51,4
2024,April,Crimes Against Society,42,36,85.71,4
2024,April,Drug/Narcotic Violations,18,15,83.33,4
2024,April,Drug Equipment Violations,8,8,100,4
2024,April,Pornography/Obscene Material,2,1,50,4
2024,April,Weapon Law Violations,14,12,85.71,4
2024,May,All Offense Types,610,186,30.49,5
2024,May,Crimes Against Person,208,104,50,5
2024,May,Murder and Nonnegligent Manslaughter,3,3,100,5
2024,May,Kidnapping/Abduction,5,4,80,5
2024,May,Rape,6,NA,NA,5
2024,May,Sodomy,1,NA,NA,5
2024,May,Fondling,2,NA,NA,5
2024,May,Aggravated Assault,50,32,64,5
2024,May,Simple Assault,127,59,46.46,5
2024,May,Intimidation,14,6,42.86,5
2024,May,Crimes Against Property,361,50,13.85,5
2024,May,Arson,3,1,33.33,5
2024,May,Burglary/Breaking & Entering,43,5,11.63,5
2024,May,Counterfeiting/Forgery,6,NA,NA,5
2024,May,Destruction/Damage/Vandalism of Property,88,16,18.18,5
2024,May,Embezzlement,2,2,100,5
2024,May,False Pretenses/Swindle/Confidence Game,9,NA,NA,5
2024,May,Credit Card/Automated Teller Machine Fraud,9,1,11.11,5
2024,May,Wire Fraud,4,NA,NA,5
2024,May,Identity Theft,2,NA,NA,5
2024,May,Hacking/Computer Invasion,1,NA,NA,5
2024,May,Robbery,2,NA,NA,5
2024,May,Shoplifting,42,9,21.43,5
2024,May,Theft From Building,25,3,12,5
2024,May,Theft From Motor Vehicle,58,3,5.17,5
2024,May,Theft of Motor Vehicle Parts/Accessories,6,NA,NA,5
2024,May,All Other Larceny,29,5,17.24,5
2024,May,Motor Vehicle Theft,31,4,12.9,5
2024,May,Stolen Property Offenses,1,1,100,5
2024,May,Crimes Against Society,41,32,78.05,5
2024,May,Drug/Narcotic Violations,14,11,78.57,5
2024,May,Drug Equipment Violations,11,10,90.91,5
2024,May,Pornography/Obscene Material,3,NA,NA,5
2024,May,Weapon Law Violations,13,11,84.62,5
2024,June,All Offense Types,685,171,24.96,6
2024,June,Crimes Against Person,218,73,33.49,6
2024,June,Kidnapping/Abduction,2,1,50,6
2024,June,Rape,7,NA,NA,6
2024,June,Sodomy,2,1,50,6
2024,June,Fondling,5,NA,NA,6
2024,June,Aggravated Assault,49,21,42.86,6
2024,June,Simple Assault,142,48,33.8,6
2024,June,Intimidation,11,2,18.18,6
2024,June,Crimes Against Property,410,51,12.44,6
2024,June,Arson,1,1,100,6
2024,June,Burglary/Breaking & Entering,44,6,13.64,6
2024,June,Counterfeiting/Forgery,5,NA,NA,6
2024,June,Destruction/Damage/Vandalism of Property,85,19,22.35,6
2024,June,Embezzlement,1,NA,NA,6
2024,June,False Pretenses/Swindle/Confidence Game,4,NA,NA,6
2024,June,Credit Card/Automated Teller Machine Fraud,15,1,6.67,6
2024,June,Wire Fraud,2,NA,NA,6
2024,June,Identity Theft,3,NA,NA,6
2024,June,Robbery,3,2,66.67,6
2024,June,Purse-snatching,1,NA,NA,6
2024,June,Shoplifting,33,6,18.18,6
2024,June,Theft From Building,27,3,11.11,6
2024,June,Theft From Motor Vehicle,69,6,8.7,6
2024,June,Theft of Motor Vehicle Parts/Accessories,10,NA,NA,6
2024,June,All Other Larceny,58,3,5.17,6
2024,June,Motor Vehicle Theft,48,3,6.25,6
2024,June,Stolen Property Offenses,1,1,100,6
2024,June,Crimes Against Society,57,47,82.46,6
2024,June,Drug/Narcotic Violations,24,21,87.5,6
2024,June,Drug Equipment Violations,14,14,100,6
2024,June,Pornography/Obscene Material,2,1,50,6
2024,June,Weapon Law Violations,17,11,64.71,6
2024,July,All Offense Types,649,176,27.12,7
2024,July,Crimes Against Person,210,78,37.14,7
2024,July,Kidnapping/Abduction,5,2,40,7
2024,July,Rape,4,1,25,7
2024,July,Sodomy,4,NA,NA,7
2024,July,Fondling,7,NA,NA,7
2024,July,Aggravated Assault,34,17,50,7
2024,July,Simple Assault,131,44,33.59,7
2024,July,Intimidation,25,14,56,7
2024,July,Crimes Against Property,384,53,13.8,7
2024,July,Arson,3,1,33.33,7
2024,July,Burglary/Breaking & Entering,42,8,19.05,7
2024,July,Counterfeiting/Forgery,3,NA,NA,7
2024,July,Destruction/Damage/Vandalism of Property,79,14,17.72,7
2024,July,Embezzlement,2,1,50,7
2024,July,False Pretenses/Swindle/Confidence Game,13,NA,NA,7
2024,July,Credit Card/Automated Teller Machine Fraud,16,NA,NA,7
2024,July,Wire Fraud,3,NA,NA,7
2024,July,Identity Theft,1,NA,NA,7
2024,July,Robbery,6,2,33.33,7
2024,July,Pocket-picking,1,NA,NA,7
2024,July,Shoplifting,46,10,21.74,7
2024,July,Theft From Building,26,2,7.69,7
2024,July,Theft From Motor Vehicle,59,5,8.47,7
2024,July,Theft of Motor Vehicle Parts/Accessories,8,NA,NA,7
2024,July,All Other Larceny,39,7,17.95,7
2024,July,Motor Vehicle Theft,37,3,8.11,7
2024,July,Crimes Against Society,55,45,81.82,7
2024,July,Drug/Narcotic Violations,25,20,80,7
2024,July,Drug Equipment Violations,17,15,88.24,7
2024,July,Pornography/Obscene Material,1,NA,NA,7
2024,July,Weapon Law Violations,12,10,83.33,7
2024,August,All Offense Types,730,164,22.47,8
2024,August,Crimes Against Person,251,88,35.06,8
2024,August,Negligent Manslaughter,2,2,100,8
2024,August,Rape,5,NA,NA,8
2024,August,Sexual Assault With An Object,2,NA,NA,8
2024,August,Fondling,2,1,50,8
2024,August,Aggravated Assault,55,22,40,8
2024,August,Simple Assault,169,56,33.14,8
2024,August,Intimidation,16,7,43.75,8
2024,August,Crimes Against Property,445,50,11.24,8
2024,August,Arson,1,NA,NA,8
2024,August,Burglary/Breaking & Entering,49,11,22.45,8
2024,August,Counterfeiting/Forgery,5,1,20,8
2024,August,Destruction/Damage/Vandalism of Property,96,18,18.75,8
2024,August,Embezzlement,3,1,33.33,8
2024,August,False Pretenses/Swindle/Confidence Game,11,1,9.09,8
2024,August,Credit Card/Automated Teller Machine Fraud,22,1,4.55,8
2024,August,Wire Fraud,3,NA,NA,8
2024,August,Identity Theft,1,NA,NA,8
2024,August,Robbery,4,2,50,8
2024,August,Purse-snatching,2,NA,NA,8
2024,August,Shoplifting,44,8,18.18,8
2024,August,Theft From Building,32,3,9.38,8
2024,August,Theft From Motor Vehicle,75,1,1.33,8
2024,August,Theft of Motor Vehicle Parts/Accessories,9,NA,NA,8
2024,August,All Other Larceny,39,3,7.69,8
2024,August,Motor Vehicle Theft,49,NA,NA,8
2024,August,Crimes Against Society,34,26,76.47,8
2024,August,Drug/Narcotic Violations,19,18,94.74,8
2024,August,Drug Equipment Violations,7,6,85.71,8
2024,August,Pornography/Obscene Material,2,NA,NA,8
2024,August,Weapon Law Violations,6,2,33.33,8
2024,September,All Offense Types,306,80,26.14,9
2024,September,Crimes Against Person,97,41,42.27,9
2024,September,Kidnapping/Abduction,2,2,100,9
2024,September,Rape,4,NA,NA,9
2024,September,Sodomy,1,NA,NA,9
2024,September,Sexual Assault With An Object,1,NA,NA,9
2024,September,Statutory Rape,1,NA,NA,9
2024,September,Aggravated Assault,13,7,53.85,9
2024,September,Simple Assault,67,27,40.3,9
2024,September,Intimidation,8,5,62.5,9
2024,September,Crimes Against Property,181,21,11.6,9
2024,September,Arson,1,NA,NA,9
2024,September,Burglary/Breaking & Entering,18,3,16.67,9
2024,September,Counterfeiting/Forgery,2,NA,NA,9
2024,September,Destruction/Damage/Vandalism of Property,38,8,21.05,9
2024,September,Embezzlement,3,2,66.67,9
2024,September,Extortion/Blackmail,1,NA,NA,9
2024,September,False Pretenses/Swindle/Confidence Game,5,NA,NA,9
2024,September,Credit Card/Automated Teller Machine Fraud,4,NA,NA,9
2024,September,Identity Theft,1,NA,NA,9
2024,September,Robbery,1,NA,NA,9
2024,September,Shoplifting,14,1,7.14,9
2024,September,Theft From Building,6,NA,NA,9
2024,September,Theft From Motor Vehicle,39,NA,NA,9
2024,September,Theft of Motor Vehicle Parts/Accessories,5,NA,NA,9
2024,September,All Other Larceny,16,2,12.5,9
2024,September,Motor Vehicle Theft,27,5,18.52,9
2024,September,Crimes Against Society,28,18,64.29,9
2024,September,Drug/Narcotic Violations,8,6,75,9
2024,September,Drug Equipment Violations,5,4,80,9
2024,September,Pornography/Obscene Material,3,NA,NA,9
2024,September,Weapon Law Violations,11,7,63.64,9
2024,September,Animal Cruelty,1,1,100,9
